id,source,category,title,project_name,project_num,pub_date,purchaser,agency,winner,win_amount,win_date,address,province,city,county,metadata
ZHON_000011,zhongbiao,未知,采编设备和办公设备购置项目(二包)二次中标公告,采编设备和办公设备购置项目(二包)二次中标公告,未知,2025/12/29,环县融媒体中心,未知,供应商联系地址,37.93,未知,甘肃省,甘肃省,未知,未知,"{""address"": ""甘肃省"", ""buyer_contact"": ""18093415750"", ""contract_sign_date"": ""2025年12月29日 18:50"", ""file_name"": ""zhongbiao_1767007421_4.txt"", ""id"": 42.0, ""industry"": ""设备采购"", ""main_target_name"": ""设备"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""代理机构联系方式: 18093421199"", ""performance_info"": ""详见合同"", ""procurement_method"": ""公开招标"", ""project_name"": ""采编设备和办公设备购置项目(二包)二次中标公告"", ""province"": ""甘肃省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""环县融媒体中心"", ""source"": ""zhongbiao"", ""specs"": ""详见招标文件"", ""stage"": ""中标公告"", ""supplier_contact"": ""郭锋"", ""title"": ""采编设备和办公设备购置项目(二包)二次中标公告"", ""win_amount"": ""37.93"", ""winner"": ""供应商联系地址""}"
ZHON_000012,zhongbiao,未知,重庆市应急管理系统综合行政执法制式服装和标志采购(CQS25A04604)中标（成交）结果公告,重庆市应急管理系统综合行政执法制式服装和标志采购,未知,2025/12/29,重庆市应急管理局,中建投（重庆）招标代理有限公司,重庆段氏服饰实业有限公司,4735750,未知,重庆市,重庆市,重庆市,渝北区,"{""address"": ""重庆市"", ""agency"": ""中建投（重庆）招标代理有限公司"", ""buyer_address"": ""重庆市渝北区青枫北路高科·双子座B座8楼"", ""city"": ""重庆市"", ""contract_sign_date"": ""2025年12月29日 18:50"", ""county"": ""渝北区"", ""file_name"": ""zhongbiao_1767007423_5.txt"", ""id"": 43.0, ""industry"": ""软件开发"", ""main_target_name"": ""其他"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""重庆市江北区天澜大道11号星耀天地1栋402"", ""performance_info"": ""详见合同"", ""procurement_method"": ""公开招标"", ""project_name"": ""重庆市应急管理系统综合行政执法制式服装和标志采购"", ""province"": ""重庆市"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""重庆市应急管理局"", ""source"": ""zhongbiao"", ""specs"": ""详见招标文件"", ""supplier_address"": ""重庆市渝北区回兴街道锦衣路8号"", ""supplier_contact"": ""胡老师"", ""title"": ""重庆市应急管理系统综合行政执法制式服装和标志采购(CQS25A04604)中标（成交）结果公告"", ""win_amount"": ""4735750"", ""winner"": ""重庆段氏服饰实业有限公司""}"
ZHON_000013,zhongbiao,未知,青海省住房公积金数字化监督管理和服务赋能平台建设项目中标(成交)结果公告,青海省住房公积金数字化监督管理和服务赋能平台建设项目,青海省招公招（服务）2025-106,2025/12/29,青海省住房和城乡建设厅,未知,(排名及总分）,1188.4,未知,青海省,青海省,未知,未知,"{""address"": ""青海省"", ""buyer_contact"": ""0971-6103602"", ""contract_number"": ""青海省招公招（服务）2025-106"", ""contract_sign_date"": ""2025年12月29日 18:50"", ""file_name"": ""zhongbiao_1767007428_6.txt"", ""id"": 44.0, ""industry"": ""建筑工程"", ""main_target_name"": ""服务"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""代理机构联系方式: 0971-6327712"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""青海省住房公积金数字化监督管理和服务赋能平台建设项目"", ""project_num"": ""青海省招公招（服务）2025-106"", ""province"": ""青海省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""青海省住房和城乡建设厅"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_address"": ""1"", ""supplier_contact"": ""刘建华"", ""title"": ""青海省住房公积金数字化监督管理和服务赋能平台建设项目中标(成交)结果公告"", ""win_amount"": ""1188.40"", ""winner"": ""(排名及总分）""}"
ZHON_000014,zhongbiao,未知,武汉市公安局江夏区分局本级2025-2026年度江夏区交通设施及智能交通设施维护维修项目中标(成交)结果公告,武汉市公安局江夏区分局本级2025-2026年度江夏区交通设施及智能交通设施维护维修项目中标(成交)结果公告,未知,2025/12/29,武汉市公安局江夏区分局本级,未知,扬州市润通交通设施工程有限公司,96,未知,江苏省,江苏省,扬州市,经济开发区,"{""address"": ""江苏省"", ""buyer_contact"": ""027-86636552"", ""city"": ""扬州市"", ""contract_sign_date"": ""2025年12月29日 18:50"", ""county"": ""经济开发区"", ""file_name"": ""zhongbiao_1767007429_7.txt"", ""id"": 45.0, ""industry"": ""交通运输"", ""main_target_name"": ""其他"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""代理机构联系方式: 18064039496"", ""performance_info"": ""1年（本项目执行过程中，采购人对中标人进行考核，考核合格后，采购人视情况有权续签下一服务周期的服务合同，最多续签两次）。"", ""procurement_method"": ""公开招标"", ""project_name"": ""武汉市公安局江夏区分局本级2025-2026年度江夏区交通设施及智能交通设施维护维修项目中标(成交)结果公告"", ""province"": ""江苏省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""武汉市公安局江夏区分局本级"", ""source"": ""zhongbiao"", ""specs"": ""详见招标文件"", ""stage"": ""结果公告"", ""supplier_address"": ""江苏省扬州市经济开发区兰亭公馆3幢402-406号"", ""supplier_contact"": ""汤代明"", ""title"": ""武汉市公安局江夏区分局本级2025-2026年度江夏区交通设施及智能交通设施维护维修项目中标(成交)结果公告"", ""win_amount"": ""96"", ""winner"": ""扬州市润通交通设施工程有限公司""}"
ZHON_000015,zhongbiao,未知,武汉市公安局硚口区分局分局2026辅警及禁毒社工劳务派遣服务结果公告,武汉市公安局硚口区分局分局2026辅警及禁毒社工劳务派遣服务结果公告,未知,2025/12/29,武汉市公安局硚口区分局,未知,湖北华夏创业管理顾问有限公司,0.05,未知,湖北省,湖北省,武汉市,江汉区,"{""address"": ""湖北省"", ""buyer_contact"": ""027-85395001"", ""city"": ""武汉市"", ""contract_sign_date"": ""2025年12月29日 18:49"", ""county"": ""江汉区"", ""file_name"": ""zhongbiao_1767007432_8.txt"", ""id"": 46.0, ""industry"": ""服务业"", ""main_target_name"": ""服务"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""代理机构联系方式: 027-85870905"", ""performance_info"": ""一年（自合同签订之日起12个月），服务期满后采购人将对成交供应商进行综合考评，依据相关法规、政策和综合考评情况可续签下一年服务合同，续签最长不超过两年。"", ""procurement_method"": ""公开招标"", ""project_name"": ""武汉市公安局硚口区分局分局2026辅警及禁毒社工劳务派遣服务结果公告"", ""province"": ""湖北省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""武汉市公安局硚口区分局"", ""source"": ""zhongbiao"", ""specs"": ""详见磋商文件"", ""stage"": ""结果公告"", ""supplier_address"": ""武汉市江汉区中央商务区泛海国际SOHO城3号楼23层3、4、5室"", ""supplier_contact"": ""赵钢、熊棪余。"", ""title"": ""武汉市公安局硚口区分局分局2026辅警及禁毒社工劳务派遣服务结果公告"", ""win_amount"": ""0.05"", ""winner"": ""湖北华夏创业管理顾问有限公司""}"
ZHON_000016,zhongbiao,未知,中共濮阳市委政法委员会濮阳市社会治安综合治理信息平台优化提升项目-中标公告,中共濮阳市委政法委员会濮阳市社会治安综合治理信息平台优化提升项目,濮财市直招标采购-2025-37,2025/12/29,中共濮阳市委政法委员会,清鸿工程咨询有限公司,地 址,262.35,未知,河南省,河南省,未知,未知,"{""address"": ""河南省"", ""agency"": ""清鸿工程咨询有限公司"", ""buyer_address"": ""河南省濮阳市华龙区人民路158号"", ""buyer_contact"": ""13839356876 18238315330"", ""contract_number"": ""濮财市直招标采购-2025-37"", ""contract_sign_date"": ""2025年12月29日 18:49"", ""file_name"": ""zhongbiao_1767007436_9.txt"", ""id"": 47.0, ""industry"": ""信息技术"", ""main_target_name"": ""其他"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""河南省郑州市金水区经八路14号院附19号216室 代理机构联系方式: 17739362275"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""中共濮阳市委政法委员会濮阳市社会治安综合治理信息平台优化提升项目"", ""project_num"": ""濮财市直招标采购-2025-37"", ""province"": ""河南省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""中共濮阳市委政法委员会"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_contact"": ""孟凡景 李圆圆"", ""title"": ""中共濮阳市委政法委员会濮阳市社会治安综合治理信息平台优化提升项目-中标公告"", ""win_amount"": ""262.35"", ""winner"": ""地 址""}"
ZHON_000017,zhongbiao,未知,［江西省公共资源交易平台］江西博信工程咨询有限公司关于金溪县2025年度国土变更调查项目的成交结果公告,金溪县2025年度国土变更调查项目,JXBX-25030-JC,2025/12/29,金溪县自然资源局,江西博信工程咨询有限公司,抚州市城市勘测规划设计有限公司,86,未知,江西省,江西省,抚州市,新技术产业区,"{""address"": ""江西省"", ""agency"": ""江西博信工程咨询有限公司"", ""buyer_address"": ""金溪县秀谷镇大道9号"", ""buyer_contact"": ""18279159423"", ""city"": ""抚州市"", ""contract_number"": ""JXBX-25030-JC"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""新技术产业区"", ""file_name"": ""zhongbiao_1767007445_13.txt"", ""id"": 51.0, ""industry"": ""其他"", ""main_target_name"": ""其他"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""江西省抚州市临川区抚州one互联网创业园S1-1幢 代理机构联系方式: 18958514121"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""金溪县2025年度国土变更调查项目"", ""project_num"": ""JXBX-25030-JC"", ""province"": ""江西省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""金溪县自然资源局"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_address"": ""江西省抚州市高新技术产业区市直办公楼2#楼5楼"", ""supplier_contact"": ""祝希伦"", ""title"": ""［江西省公共资源交易平台］江西博信工程咨询有限公司关于金溪县2025年度国土变更调查项目的成交结果公告"", ""win_amount"": ""86"", ""winner"": ""抚州市城市勘测规划设计有限公司""}"
ZHON_000018,zhongbiao,未知,［江西省公共资源交易平台］吉州区原林权登记成果清理规范及整合建库工作项目结果公示,吉州区原林权登记成果清理规范及整合建库工作项目,ZTSY-ZC【2025】032,2025/12/29,吉安市自然资源局吉州分局综合服务中心,中天顺韵建设管理有限公司,北京天耀宏图科技股份有限公司,56.38,未知,江西省,北京市,北京市,海淀区,"{""address"": ""江西省"", ""agency"": ""中天顺韵建设管理有限公司"", ""buyer_address"": ""吉安市吉州区西肖家巷1号"", ""buyer_contact"": ""0796-8225164"", ""city"": ""北京市"", ""contract_number"": ""ZTSY-ZC【2025】032"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""海淀区"", ""file_name"": ""zhongbiao_1767007448_14.txt"", ""id"": 52.0, ""industry"": ""其他"", ""main_target_name"": ""其他"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""江西省吉安市吉州区平园路9号金光道集团总部大厦16楼 代理机构联系方式: 17379646780"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""吉州区原林权登记成果清理规范及整合建库工作项目"", ""project_num"": ""ZTSY-ZC【2025】032"", ""province"": ""北京市"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""吉安市自然资源局吉州分局综合服务中心"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_address"": ""北京市海淀区东北旺北京中关村软件园孵化器2号楼2340室"", ""supplier_contact"": ""李鹏"", ""title"": ""［江西省公共资源交易平台］吉州区原林权登记成果清理规范及整合建库工作项目结果公示"", ""win_amount"": ""56.38"", ""winner"": ""北京天耀宏图科技股份有限公司""}"
ZHON_000019,zhongbiao,未知,［江西省公共资源交易平台］江西省铜咨招标咨询有限公司关于弋阳县城区环卫第三轮政府购买服务项目公开招标结果公告,弋阳县城区环卫第三轮政府购买服务项目,JXTZ2025010141,2025/12/29,弋阳县城市管理局,江西省铜咨招标咨询有限公司,星原城市服务科技集团有限公司,1951.08,未知,江西省,江西省,合肥市,包河经济开发区,"{""address"": ""江西省"", ""agency"": ""江西省铜咨招标咨询有限公司"", ""buyer_address"": ""弋阳县南岩镇白马大道弋阳县城市管理局"", ""buyer_contact"": ""0793-5821561"", ""city"": ""合肥市"", ""contract_number"": ""JXTZ2025010141"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""包河经济开发区"", ""file_name"": ""zhongbiao_1767007451_15.txt"", ""id"": 53.0, ""industry"": ""服务业"", ""main_target_name"": ""服务"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""江西省南昌市南昌高新技术产业开发区艾溪湖北路688号中兴南昌软件产业8号厂房北座四层 代理机构联系方式: 0791-82229688"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""弋阳县城区环卫第三轮政府购买服务项目"", ""project_num"": ""JXTZ2025010141"", ""province"": ""江西省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""弋阳县城市管理局"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_address"": ""合肥市包河经济开发区延安路 16 号合肥宏大环保设备有限公司研发楼301—303室"", ""supplier_contact"": ""徐曼"", ""title"": ""［江西省公共资源交易平台］江西省铜咨招标咨询有限公司关于弋阳县城区环卫第三轮政府购买服务项目公开招标结果公告"", ""win_amount"": ""1951.08"", ""winner"": ""星原城市服务科技集团有限公司""}"
ZHON_000020,zhongbiao,未知,［江西省公共资源交易平台］修水县生活垃圾应急（飞灰固化物）填埋运营管理（第二次）结果公示,修水县生活垃圾应急（飞灰固化物）填埋运营管理（第二次）,JXJS-XSZC05-001,2025/12/29,修水县城市管理局,江西久实科技咨询服务有限公司,江西泽和环保科技有限公司,154.99,未知,江西省,江西省,上饶市,鄱阳县,"{""address"": ""江西省"", ""agency"": ""江西久实科技咨询服务有限公司"", ""buyer_address"": ""九江市修水县沿江路449号"", ""buyer_contact"": ""15390811928"", ""city"": ""上饶市"", ""contract_number"": ""JXJS-XSZC05-001"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""鄱阳县"", ""file_name"": ""zhongbiao_1767007470_16.txt"", ""id"": 54.0, ""industry"": ""其他"", ""main_target_name"": ""其他"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""修水县鸿祥小区4栋 代理机构联系方式: 15870007112"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""修水县生活垃圾应急（飞灰固化物）填埋运营管理（第二次）"", ""project_num"": ""JXJS-XSZC05-001"", ""province"": ""江西省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""修水县城市管理局"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_address"": ""江西省上饶市鄱阳县田畈街镇千秋公馆鄱阳府2幢1层107-108号商铺"", ""supplier_contact"": ""苏文"", ""title"": ""［江西省公共资源交易平台］修水县生活垃圾应急（飞灰固化物）填埋运营管理（第二次）结果公示"", ""win_amount"": ""154.99"", ""winner"": ""江西泽和环保科技有限公司""}"
ZHON_000021,zhongbiao,电子化,［江西省公共资源交易平台］江西六禧招标咨询有限公司关于江西省信丰县交通运输局2025年信丰县X065油山至深坑公路养护大中修工程项目电子化竞争性磋商的成交结果公告（不见面开标）,2025年信丰县X065油山至深坑公路养护大中修工程项目,JXLX2025-XF-C024,2025/12/29,信丰县交通运输局本级,江西六禧招标咨询有限公司,江西驰通万建设工程有限公司,272.12,未知,江西省,江西省,赣州市,宁都县,"{""address"": ""江西省"", ""agency"": ""江西六禧招标咨询有限公司"", ""buyer_address"": ""江西省赣州市信丰县阳明中路59号"", ""buyer_contact"": ""18170699232"", ""category"": ""电子化"", ""city"": ""赣州市"", ""contract_number"": ""JXLX2025-XF-C024）电子化竞争性磋商的成交结果公告（不见面开标）"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""宁都县"", ""file_name"": ""zhongbiao_1767007472_17.txt"", ""id"": 55.0, ""industry"": ""交通运输"", ""main_target_name"": ""工程"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""信丰县嘉定镇迎宾大道中段（博大新城1号楼9号） 代理机构联系方式: 0797-3292649"", ""performance_info"": ""详见合同"", ""procurement_method"": ""公开招标"", ""project_name"": ""2025年信丰县X065油山至深坑公路养护大中修工程项目"", ""project_num"": ""JXLX2025-XF-C024"", ""province"": ""江西省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""信丰县交通运输局本级"", ""source"": ""zhongbiao"", ""specs"": ""详见招标文件"", ""supplier_address"": ""江西省赣州市宁都县梅江镇中梁壹号院D4地块115号商铺"", ""supplier_contact"": ""黄瑞"", ""title"": ""［江西省公共资源交易平台］江西六禧招标咨询有限公司关于江西省信丰县交通运输局2025年信丰县X065油山至深坑公路养护大中修工程项目电子化竞争性磋商的成交结果公告（不见面开标）"", ""win_amount"": ""272.12"", ""winner"": ""江西驰通万建设工程有限公司""}"
ZHON_000022,zhongbiao,未知,［江西省公共资源交易平台］赣州无为招标代理有限公司关于江西省瑞金市农业农村局瑞金市2025年高素质农民培训服务项目（常规班）品目二）的结果公示,瑞金市2025年高素质农民培训服务（常规班）,GZWW2025-RJ-J008-1品目二,2025/12/29,瑞金市农业农村局,赣州无为招标代理有限公司,瑞金市瀚元职业培训学校,20.6,未知,江西省,江西省,瑞金市,未知,"{""address"": ""江西省"", ""agency"": ""赣州无为招标代理有限公司"", ""buyer_address"": ""瑞金市红都大道21号"", ""buyer_contact"": ""18879704323"", ""city"": ""瑞金市"", ""contract_number"": ""GZWW2025-RJ-J008-1品目二）的结果公示"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""file_name"": ""zhongbiao_1767007474_18.txt"", ""id"": 56.0, ""industry"": ""教育"", ""main_target_name"": ""服务"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""瑞金市象湖镇红都大道阳光瑞景1#-18铺 代理机构联系方式: 19323924571"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""瑞金市2025年高素质农民培训服务（常规班）"", ""project_num"": ""GZWW2025-RJ-J008-1品目二"", ""province"": ""江西省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""瑞金市农业农村局"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_address"": ""江西省瑞金市叶坪镇脚陂村合龙圩"", ""supplier_contact"": ""钟丽红"", ""title"": ""［江西省公共资源交易平台］赣州无为招标代理有限公司关于江西省瑞金市农业农村局瑞金市2025年高素质农民培训服务项目（常规班）品目二）的结果公示"", ""win_amount"": ""20.60"", ""winner"": ""瑞金市瀚元职业培训学校""}"
ZHON_000023,zhongbiao,未知,［江西省公共资源交易平台］抚州汇采项目管理咨询有限公司关于抚州市临川区应急医疗救助体系建设项目智能化设备采购 成交结果公示,抚州市临川区应急医疗救助体系建设项目智能化设备采购,FZHC2025G001,2025/12/29,抚州市临川区卫生健康委员会,抚州汇采项目管理咨询有限公司,中国移动通信集团江西有限公司抚州分公司,458.86,未知,江西省,江西省,抚州市,新技术产业开发区,"{""address"": ""江西省"", ""agency"": ""抚州汇采项目管理咨询有限公司"", ""buyer_address"": ""江西省抚州市临川区临川大道中段卫健大楼"", ""buyer_contact"": ""13879447200"", ""city"": ""抚州市"", ""contract_number"": ""FZHC2025G001）成交结果公示"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""新技术产业开发区"", ""file_name"": ""zhongbiao_1767007476_19.txt"", ""id"": 57.0, ""industry"": ""医疗健康"", ""main_target_name"": ""设备"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""江西省抚州市抚州高新技术产业开发区安石大道2999号(华美立家建材家居广场)31栋3-9室 代理机构联系方式: 18179499961"", ""performance_info"": ""详见合同"", ""procurement_method"": ""公开招标"", ""project_name"": ""抚州市临川区应急医疗救助体系建设项目智能化设备采购"", ""project_num"": ""FZHC2025G001"", ""province"": ""江西省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""抚州市临川区卫生健康委员会"", ""source"": ""zhongbiao"", ""specs"": ""详见招标文件"", ""supplier_address"": ""江西省抚州市抚州高新技术产业开发区迎宾大道333号"", ""supplier_contact"": ""郭泓"", ""title"": ""［江西省公共资源交易平台］抚州汇采项目管理咨询有限公司关于抚州市临川区应急医疗救助体系建设项目智能化设备采购 成交结果公示"", ""win_amount"": ""458.86"", ""winner"": ""中国移动通信集团江西有限公司抚州分公司""}"
ZHON_000024,zhongbiao,未知,［江西省公共资源交易平台］赣州无为招标代理有限公司关于江西省瑞金市农业农村局瑞金市2025年高素质农民培训服务项目（农机驾驶员培训专题班）品目一）的结果公示,2025年瑞金市高素质农民教育培训服务(农机驾驶员培训专题班）,GZWW2025-RJ-J008-1品目一,2025/12/29,瑞金市农业农村局,赣州无为招标代理有限公司,赣州农业学校,28.59,未知,江西省,江西省,赣州市,城北教育园区,"{""address"": ""江西省"", ""agency"": ""赣州无为招标代理有限公司"", ""buyer_address"": ""瑞金市红都大道21号"", ""buyer_contact"": ""18879704323"", ""city"": ""赣州市"", ""contract_number"": ""GZWW2025-RJ-J008-1品目一）的结果公示"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""城北教育园区"", ""file_name"": ""zhongbiao_1767007478_20.txt"", ""id"": 58.0, ""industry"": ""教育"", ""main_target_name"": ""服务"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""瑞金市象湖镇红都大道阳光瑞景1#-18铺 代理机构联系方式: 19323924571"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""2025年瑞金市高素质农民教育培训服务(农机驾驶员培训专题班）"", ""project_num"": ""GZWW2025-RJ-J008-1品目一"", ""province"": ""江西省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""瑞金市农业农村局"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_address"": ""江西省赣州市赣县区城北教育园区"", ""supplier_contact"": ""黎宏健"", ""title"": ""［江西省公共资源交易平台］赣州无为招标代理有限公司关于江西省瑞金市农业农村局瑞金市2025年高素质农民培训服务项目（农机驾驶员培训专题班）品目一）的结果公示"", ""win_amount"": ""28.59"", ""winner"": ""赣州农业学校""}"
ZHON_000025,zhongbiao,未知,［江西省公共资源交易平台］江西鑫磊工程造价咨询有限公司关于吉安市中心人民医院被服等租赁（含洗涤）服务采购项目（编号：赣鑫磊政采字[2025]37号）结果公告,被服等租赁（含洗涤）服务采购项目,赣鑫磊政采字[2025]37号,2025/12/29,吉安市中心人民医院,江西鑫磊工程造价咨询有限公司,吉安智布云科技有限公司,0.01,未知,江西省,江西省,吉安市,山经济技术开发区,"{""address"": ""江西省"", ""agency"": ""江西鑫磊工程造价咨询有限公司"", ""buyer_address"": ""吉安市吉州区井冈山大道106号、吉安南大道80号"", ""buyer_contact"": ""0796-8999212"", ""city"": ""吉安市"", ""contract_number"": ""赣鑫磊政采字[2025]37号"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""山经济技术开发区"", ""file_name"": ""zhongbiao_1767007482_1.txt"", ""id"": 59.0, ""industry"": ""服务业"", ""main_target_name"": ""服务"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""江西省吉安市吉州区井冈山大道173号汇金广场五楼 代理机构联系方式: 0796-8289802"", ""performance_info"": ""服务标准"", ""procurement_method"": ""公开招标"", ""project_name"": ""被服等租赁（含洗涤）服务采购项目"", ""project_num"": ""赣鑫磊政采字[2025]37号"", ""province"": ""江西省"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""吉安市中心人民医院"", ""source"": ""zhongbiao"", ""specs"": ""服务要求"", ""supplier_address"": ""江西省吉安市井冈山经济技术开发区新工业园控规 B19- 1-2 地块 6#厂房1 层"", ""supplier_contact"": ""庄炎兴"", ""title"": ""［江西省公共资源交易平台］江西鑫磊工程造价咨询有限公司关于吉安市中心人民医院被服等租赁（含洗涤）服务采购项目（编号：赣鑫磊政采字[2025]37号）结果公告"", ""win_amount"": ""0.01"", ""winner"": ""吉安智布云科技有限公司""}"
ZHON_000026,zhongbiao,竞争性谈判,［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于东华理工大学矢量网络分析仪采购项目竞争性谈判成交公告,东华理工大学矢量网络分析仪采购项目,JXBJ25121385802,2025/12/29,东华理工大学,江西省百巨招标咨询有限公司,上海何亦仪器仪表有限公司,17.96,未知,江西省,上海市,上海市,闵行区,"{""address"": ""江西省"", ""agency"": ""江西省百巨招标咨询有限公司"", ""buyer_address"": ""江西省南昌市广兰大道418号"", ""buyer_contact"": ""0791-83879342"", ""category"": ""竞争性谈判"", ""city"": ""上海市"", ""contract_number"": ""JXBJ25121385802）竞争性谈判成交公告"", ""contract_sign_date"": ""2025年12月29日 18:45"", ""county"": ""闵行区"", ""file_name"": ""zhongbiao_1767007485_2.txt"", ""id"": 60.0, ""industry"": ""其他"", ""main_target_name"": ""其他"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""江西省南昌市红谷滩区庐山南大道1999号保利高尔夫花园配套中心3#商业楼店面110-113室 代理机构联系方式: 0791-85239887"", ""performance_info"": ""详见合同"", ""procurement_method"": ""公开招标"", ""project_name"": ""东华理工大学矢量网络分析仪采购项目"", ""project_num"": ""JXBJ25121385802"", ""province"": ""上海市"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""东华理工大学"", ""source"": ""zhongbiao"", ""specs"": ""详见招标文件"", ""supplier_address"": ""上海市闵行区银都路2688弄41号212室"", ""supplier_contact"": ""罗何燕"", ""title"": ""［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于东华理工大学矢量网络分析仪采购项目竞争性谈判成交公告"", ""win_amount"": ""17.96"", ""winner"": ""上海何亦仪器仪表有限公司""}"
ZHON_000027,zhongbiao,未知,宜昌市点军区环卫设施更新改造升级项目（餐厨垃圾处理及配套设备购置）中标结果公告,宜昌市点军区环卫设施更新改造升级项目（餐厨垃圾处理及配套设备购置）中标结果公告,未知,2025/12/29,宜昌市点军区城市管理执法局,未知,大楚环保（湖北）有限公司,1152,未知,湖北省,湖北,未知,北夷陵经济开发区,"{""address"": ""湖北省"", ""buyer_contact"": ""0717-6671350"", ""contract_sign_date"": ""2025年12月29日 18:42"", ""county"": ""北夷陵经济开发区"", ""file_name"": ""zhongbiao_1767007494_4.txt"", ""id"": 62.0, ""industry"": ""设备采购"", ""main_target_name"": ""设备"", ""main_target_quantity"": 1.0, ""main_target_unit_price"": ""详见合同"", ""other_supplements"": ""代理机构联系方式: 13477857730"", ""performance_info"": ""详见合同"", ""procurement_method"": ""公开招标"", ""project_name"": ""宜昌市点军区环卫设施更新改造升级项目（餐厨垃圾处理及配套设备购置）中标结果公告"", ""province"": ""湖北"", ""pub_date"": ""2025-12-29"", ""purchaser"": ""宜昌市点军区城市管理执法局"", ""source"": ""zhongbiao"", ""specs"": ""详见招标文件"", ""stage"": ""中标结果公告"", ""supplier_address"": ""湖北夷陵经济开发区高铁北站产业园兴业一路3号"", ""supplier_contact"": ""李国"", ""title"": ""宜昌市点军区环卫设施更新改造升级项目（餐厨垃圾处理及配套设备购置）中标结果公告"", ""win_amount"": ""1152"", ""winner"": ""大楚环保（湖北）有限公司""}"
